Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
980,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,29,1994,21.3,3,0,0,8,15,0,16,16,15,0,0,1,100,50,29,63.3,Matches
981,Olivier Giroud,fr FRA,FW,Milan,it Serie A,36,1986,26.3,1,1,0,31,24,14,3,6,11,0,1,0,29,59,57,50.9,Matches
982,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,18,2004,11.8,1,0,0,12,25,0,13,4,7,2,0,0,37,4,10,28.6,Matches
983,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,33,1989,15.1,7,1,0,23,11,0,7,19,22,0,1,0,69,34,27,55.7,Matches
984,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28,1995,4.8,0,0,0,6,3,1,10,3,5,1,0,0,26,3,2,60.0,Matches
985,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,25,1998,12.4,2,0,0,8,6,2,21,16,20,0,1,0,45,25,24,51.0,Matches
986,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,29,1993,11.2,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50.0,Matches
987,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28,1995,7.0,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100.0,Matches
988,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,27,1996,23.9,8,1,0,25,36,3,110,21,30,1,0,0,133,12,18,40.0,Matches
989,André Gomes,pt POR,"MF,FW",Everton,eng Premier League,30,1993,5.6,4,0,0,17,5,0,26,3,4,0,0,0,34,1,8,11.1,Matches
990,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,22,2000,28.6,5,0,0,31,36,0,45,18,13,0,0,0,125,7,13,35.0,Matches
